"","x"
"1295","MYOG"
"1296","AHR"
"1297","BBS9"
"1298","OCM"
"1299","EEPD1"
"1300","WIPF3"
"1301","HOXA7"
"1302","INHBA"
"1303","RAMP3"
"1304","FTSJ2"
"1305","TWIST1"
"1306","CLTA"
"1307","ZC3HAV1"
"1308","AKR1D1"
"1309","NEUROG3"
"1310","SRGN"
"1311","EGR2"
"1312","UNG"
"1313","IFT81"
"1314","ACADS"
"1315","RNF11"
"1316","BHLHE41"
"1317","SSPN"
"1318","DDX39A"
"1319","C19orf43"
"1320","CD97"
"1321","EBPL"
"1322","ATP7B"
"1323","ORMDL2"
"1324","PDE1B"
"1325","HOXC13"
"1326","LRP1"
"1327","HOXC6"
"1328","FAAH"
"1329","SEC61A1"
"1330","RAB9B"
"1331","RIF1"
"1332","TTC21B"
"1333","TNFAIP6"
"1334","ACVR1C"
"1335","SLC36A1"
"1336","BATF3"
"1337","KCNJ2"
"1338","PLA2G12A"
"1339","SNRPA"
"1340","B9D2"
"1341","C4BPB"
"1342","RAB38"
"1343","GPR83"
"1344","HAUS3"
"1345","CHPF"
"1346","INHA"
"1347","ACTR5"
"1348","MC3R"
"1349","SYS1"
"1350","PI3"
"1351","WFDC3"
"1352","ATP5E"
"1353","PLCG1"
"1354","SRSF6"
"1355","RAB22A"
"1356","PTGIS"
"1357","SNAI1"
"1358","MOCS3"
"1359","RNF114"
"1360","MAGEA10"
"1361","PEPD"
"1362","IL9R"
"1363","MCEE"
"1364","PAIP2B"
"1365","SNRNP27"
"1366","MPHOSPH10"
"1367","IL17C"
"1368","LIPE"
"1369","LYPD3"
"1370","CEACAM8"
"1371","RNF39"
"1372","FBXO9"
"1373","RRP36"
"1374","BTN1A1"
"1375","SNRPC"
"1376","SLC17A1"
"1377","HIST1H1D"
"1378","HIST1H4F"
"1379","UNC5CL"
"1380","AARS2"
"1381","HIST1H1A"
"1382","APOBEC2"
"1383","TREM1"
"1384","MEA1"
"1385","COL21A1"
"1386","SOX4"
"1387","CPNE5"
"1388","SSR1"
"1389","ATXN1"
"1390","EREG"
"1391","SCGB1D2"
"1392","SCGB2A1"
"1393","EMC3"
"1394","SH3TC1"
"1395","KATNAL2"
"1396","BBS2"
"1397","MT2A"
"1398","GOT2"
"1399","SPHK2"
"1400","PIWIL1"
"1401","RAP2A"
"1402","SLC10A2"
"1403","EFNB2"
"1404","SLC22A5"
"1405","IRF1"
"1406","BMP4"
"1407","PTGER2"
"1408","SOX9"
"1409","MYH2"
"1410","MRPS7"
"1411","ARMC7"
"1412","NUP85"
"1413","NT5C"
"1414","MSTO1"
"1415","MBOAT7"
"1416","LILRB3"
"1417","SLC35F5"
"1418","INSIG2"
"1419","PSD4"
"1420","ALKBH7"
"1421","CLPP"
"1422","TNFSF9"
"1423","THOC2"
"1424","CD70"
"1425","C3"
"1426","FOSB"
"1427","RTN2"
"1428","VASP"
"1429","SYMPK"
"1430","CDC25B"
"1431","GNRH2"
"1432","CD93"
"1433","CST8"
"1434","TMX4"
"1435","MKKS"
"1436","DSTN"
"1437","LAMP5"
"1438","SNRPB2"
"1439","TCF15"
"1440","OTOR"
"1441","SCRT2"
"1442","TLE6"
"1443","S1PR4"
"1444","NCLN"
"1445","PITHD1"
"1446","FNTB"
"1447","MMP24"
"1448","RALY"
"1449","PLAGL2"
"1450","UROD"
"1451","SLC35E2"
"1452","SLURP1"
"1453","CAPNS1"
"1454","PDCD2L"
"1455","UBA2"
"1456","HCST"
"1457","FFAR1"
"1458","COX6B1"
"1459","KRT13"
"1460","CCR7"
"1461","KRT9"
"1462","NR1D1"
"1463","ARL2"
"1464","RRAS"
"1465","GLTSCR2"
"1466","FLRT1"
"1467","SBDS"
"1468","CSN1S1"
"1469","MLX"
"1470","WNK4"
"1471","TRAP1"
"1472","SUGP1"
"1473","DDX49"
"1474","GDF1"
"1475","SDF2"
"1476","NSRP1"
"1477","CFP"
"1478","ATG14"
"1479","SIX1"
"1480","DLGAP5"
"1481","L3HYPDH"
"1482","TBPL2"
"1483","SGPP1"
"1484","PLEKHG3"
"1485","OMG"
"1486","CANX"
"1487","PYCARD"
"1488","PHPT1"
"1489","TRAF2"
"1490","ABHD8"
"1491","HELB"
"1492","YEATS4"
"1493","IDUA"
"1494","PIN1"
"1495","FBXL12"
"1496","KIF17"
"1497","PLA2G2C"
"1498","KLF2"
"1499","F2RL3"
"1500","GFER"
"1501","SYNGR3"
"1502","GNG13"
"1503","TICAM1"
"1504","MON1B"
"1505","EIF3K"
"1506","TUBA4A"
"1507","VIL1"
"1508","AAMP"
"1509","HSPB1"
"1510","GNG11"
"1511","GNGT1"
"1512","PTPN12"
"1513","FGL2"
"1514","STYXL1"
"1515","PEX1"
"1516","MTERF1"
"1517","LRFN1"
"1518","RASL11B"
"1519","TUBGCP6"
"1520","DGCR6L"
"1521","CYTH4"
"1522","SGSM3"
"1523","SEZ6L"
"1524","SDF2L1"
"1525","YWHAH"
"1526","CDC42EP1"
"1527","MCHR1"
"1528","APOL2"
"1529","RAC2"
"1530","LIF"
"1531","PMPCB"
"1532","TAS2R16"
"1533","LSM8"
"1534","VGF"
"1535","STRIP2"
"1536","DNAJB9"
"1537","LRRC4"
"1538","SMO"
"1539","OPN1SW"
"1540","SIRT2"
"1541","MTX2"
"1542","HOXD9"
"1543","HOXD10"
"1544","PIAS1"
"1545","SNAP23"
"1546","TMOD2"
"1547","DLL4"
"1548","ALDH1A2"
"1549","KNSTRN"
"1550","CLN6"
"1551","ISLR"
"1552","ACKR4"
"1553","MBD4"
"1554","COPB1"
"1555","MYOD1"
"1556","TPH1"
"1557","FAM64A"
"1558","CD68"
"1559","TXNDC17"
"1560","ATP1B2"
"1561","FXR2"
"1562","MPDU1"
"1563","WISP1"
"1564","QTRT1"
"1565","AP1M2"
"1566","CLEC11A"
"1567","KLK12"
"1568","CMA1"
"1569","BCL2L2"
"1570","PARP2"
"1571","FOXA1"
"1572","EAPP"
"1573","EGLN3"
"1574","NEDD8"
"1575","DAD1"
"1576","CDO1"
"1577","RAP1B"
"1578","AANAT"
"1579","ARHGEF6"
"1580","ART1"
"1581","CHRNA10"
"1582","DAZL"
"1583","MAPK8IP3"
"1584","MKNK2"
"1585","KLF16"
"1586","ABHD17A"
"1587","SALL1"
"1588","ZC3H14"
"1589","LMAN1"
"1590","CNGB1"
"1591","CDADC1"
"1592","ZFYVE26"
"1593","NALCN"
"1594","DOCK7"
"1595","SEC14L5"
"1596","PBX4"
"1597","DHX40"
"1598","DTWD1"
"1599","HCN2"
"1600","IGSF21"
"1601","SLX1A"
"1602","GNAT2"
"1603","CERS4"
"1604","LILRA1"
"1605","TUBG2"
"1606","TUBG1"
"1607","RPS16"
"1608","MAST1"
"1609","NCAPG"
"1610","RABGAP1L"
"1611","ESYT2"
"1612","ALOX12"
"1613","UGT2A3"
"1614","ADAMTS2"
"1615","NARFL"
"1616","HBA2"
"1617","TRNT1"
"1618","DHX29"
"1619","DHX58"
"1620","KRT12"
"1621","KRT31"
"1622","SLC4A5"
"1623","SNX4"
"1624","GRHL2"
"1625","RRM2B"
"1626","RAF1"
"1627","TDRD1"
"1628","MED17"
"1629","SCML2"
"1630","TSG101"
"1631","KIAA0930"
"1632","DHX35"
"1633","TRPC4AP"
"1634","FKBP6"
"1635","CUL9"
"1636","ACTR3C"
"1637","PCDHGC5"
"1638","NDUFA2"
"1639","TRMT2A"
"1640","DGCR14"
"1641","KRT5"
"1642","KRT1"
"1643","KRT75"
"1644","KRT6C"
"1645","KRT6B"
"1646","GALNT8"
"1647","KCNA5"
"1648","FAM155B"
"1649","CNN1"
"1650","PVRL2"
"1651","APOE"
"1652","ENSG00000224916"
"1653","ALLC"
"1654","GADD45G"
"1655","XPO7"
"1656","SAFB2"
"1657","NCAN"
"1658","PLVAP"
"1659","BST2"
"1660","SLC27A1"
"1661","USHBP1"
"1662","COLGALT1"
"1663","MRPL34"
"1664","PGLS"
"1665","LSM7"
"1666","RSPH3"
"1667","MAS1"
"1668","MLLT1"
"1669","BMP15"
"1670","ACTN4"
"1671","NDUFA10"
"1672","EPO"
"1673","PXDN"
"1674","GDF15"
"1675","JUND"
"1676","HRC"
"1677","TRPM4"
"1678","NUMBL"
"1679","ATXN10"
"1680","CALY"
"1681","HBZ"
"1682","MNX1"
"1683","TAF4"
"1684","GATA5"
"1685","LAMA5"
"1686","UBE2M"
"1687","TRIM28"
"1688","YIPF2"
"1689","EIF2S3"
"1690","TMEM160"
"1691","ZC3H4"
"1692","MAP3K10"
"1693","SESN2"
"1694","CCDC62"
"1695","HIP1R"
"1696","MRPL4"
"1697","PPAN"
"1698","EIF3G"
"1699","ANGPTL6"
"1700","SLC6A8"
"1701","ZNF331"
"1702","ZNF236"
"1703","SLC7A10"
"1704","LRP3"
"1705","C12orf65"
"1706","GRWD1"
"1707","NOL11"
"1708","SLC35D2"
"1709","PPIL4"
"1710","BPIFB1"
"1711","BPIFA2"
"1712","RBM39"
"1713","ACSS2"
"1714","ARHGEF9"
"1715","C1QL1"
"1716","ATP6V1E1"
"1717","EMC8"
"1718","GSE1"
"1719","GINS2"
"1720","F12"
"1721","ABCB7"
"1722","EMR3"
"1723","MRPS25"
"1724","CAPN7"
"1725","ZFYVE20"
"1726","NAPSA"
"1727","NR1H2"
"1728","PDLIM4"
"1729","GFPT2"
"1730","ACLY"
"1731","VPS25"
"1732","RAMP2"
"1733","AOC2"
"1734","G6PC"
"1735","NDFIP1"
"1736","EXOC4"
"1737","PPFIA1"
"1738","BARX1"
"1739","WDR44"
"1740","ZCCHC9"
"1741","KRT15"
"1742","TNS4"
"1743","RARA"
"1744","PPP1R1B"
"1745","FMO5"
"1746","PRKAB2"
"1747","FUS"
"1748","USP29"
"1749","CHSY1"
"1750","SNRPA1"
"1751","NR0B2"
"1752","THAP1"
"1753","RHPN2"
"1754","ACTR10"
"1755","LGALS3"
"1756","DNAJB1"
"1757","HGNC:9982"
"1758","DCAF15"
"1759","TRIM21"
"1760","WDR7"
"1761","SMARCC1"
"1762","SLC6A11"
"1763","NUP210"
"1764","HSD17B7"
"1765","EMILIN2"
"1766","DNHD1"
"1767","RRP8"
"1768","TIMM10B"
"1769","EFR3A"
"1770","OC90"
"1771","PTCD3"
"1772","ILKAP"
"1773","PER2"
"1774","RAMP1"
"1775","SCLY"
"1776","PTPRE"
"1777","RAP1GAP2"
"1778","RPA1"
"1779","SERPINF1"
"1780","EEFSEC"
"1781","COQ3"
"1782","POPDC3"
"1783","LANCL2"
"1784","GRSF1"
"1785","IGJ"
"1786","UTP3"
"1787","H3F3B"
"1788","TRIM47"
"1789","KDM6B"
"1790","GUCY2D"
"1791","CLEC10A"
"1792","HRSP12"
"1793","MATN2"
"1794","BRD8"
"1795","ERAL1"
"1796","NIP7"
"1797","TERF2"
"1798","VPS4A"
"1799","JAG1"
"1800","HSPA12B"
"1801","SNAP25"
"1802","NXT1"
"1803","RIN2"
"1804","SSTR4"
"1805","CRP"
"1806","HAPLN2"
"1807","APCS"
"1808","IGHMBP2"
"1809","ACY3"
"1810","ALDH3B2"
"1811","MTL5"
"1812","DPH2"
"1813","NASP"
"1814","PABPC1L"
"1815","ZSWIM3"
"1816","DMGDH"
"1817","BHMT2"
"1818","AP3B1"
"1819","SYT4"
"1820","SLC14A2"
"1821","NMUR2"
"1822","PDE6A"
"1823","XPO4"
"1824","RNF17"
"1825","CHRM3"
"1826","MYH4"
"1827","PEMT"
"1828","SCO1"
"1829","CHI3L1"
"1830","MYBPH"
"1831","DCLK1"
"1832","CCNA1"
"1833","RNF128"
"1834","BTBD2"
"1835","SUV420H2"
"1836","HSPBP1"
"1837","CSNK1G2"
"1838","RTTN"
"1839","MACROD1"
"1840","RARRES3"
"1841","HRASLS2"
"1842","MED10"
"1843","SEC14L4"
"1844","PI4KA"
"1845","GIMAP4"
"1846","MKRN1"
"1847","ACTR3B"
"1848","NTS"
"1849","KRAS"
"1850","IPO8"
"1851","PMP2"
"1852","FABP4"
"1853","CCDC59"
"1854","LYVE1"
"1855","SBF2"
"1856","MICAL2"
"1857","RRAS2"
"1858","TEX15"
"1859","SARAF"
"1860","RNF122"
"1861","DUSP26"
"1862","C14orf1"
"1863","UNC79"
"1864","CATSPERB"
"1865","VRTN"
"1866","SYNJ2BP"
"1867","TTC9"
"1868","EIF2S1"
"1869","ELP3"
"1870","PEBP4"
"1871","ADAMDEC1"
"1872","MBD2"
"1873","IER3IP1"
"1874","MRPS36"
"1875","CCNB1"
"1876","CDK7"
"1877","CD180"
"1878","IRAK2"
"1879","CAMK1"
"1880","VHL"
"1881","BHLHE40"
"1882","ARL8B"
"1883","EDEM1"
"1884","CHL1"
"1885","DPH6"
"1886","EMC7"
"1887","AMPD2"
"1888","TSHB"
"1889","GSTM5"
"1890","GSTM3"
"1891","SORT1"
"1892","LAMTOR5"
"1893","NOTCH2"
"1894","ARF3"
"1895","SLC38A2"
"1896","KIDINS220"
"1897","CMPK2"
"1898","ANO3"
"1899","FST"
"1900","CFHR5"
"1901","ERN2"
"1902","NARS"
"1903","GRP"
"1904","CCNH"
"1905","HRH4"
"1906","CABLES1"
"1907","DOCK2"
"1908","EMP1"
"1909","RERG"
"1910","SLCO1B1"
"1911","SPX"
"1912","DDB2"
"1913","ACP2"
"1914","FOLH1"
"1915","RAB33A"
"1916","MTNR1B"
"1917","PHC2"
"1918","ZCCHC11"
"1919","PRPF38A"
"1920","DSG3"
"1921","DSG1"
"1922","DSC1"
"1923","DAGLA"
"1924","TIMM10"
"1925","GIF"
"1926","TCN1"
"1927","CEP135"
"1928","PDGFRA"
"1929","DZIP1"
"1930","CARS2"
"1931","ADAMTS8"
"1932","KLB"
"1933","SEMA6A"
"1934","APC"
"1935","FAM189A2"
"1936","ADAM19"
"1937","USP30"
"1938","SDS"
"1939","MSI1"
"1940","HNF1A"
"1941","TBX3"
"1942","OASL"
"1943","RNFT2"
"1944","DTX1"
"1945","TRAFD1"
"1946","OCM2"
"1947","UPK3B"
"1948","TMEM60"
"1949","HILPDA"
"1950","RINT1"
"1951","BACH2"
"1952","NT5E"
"1953","MRAP2"
"1954","AKIRIN2"
"1955","ORC3"
"1956","LMO2"
"1957","NAT10"
"1958","AVIL"
"1959","AMHR2"
"1960","LACRT"
"1961","GDF11"
"1962","RDH5"
"1963","CDK4"
"1964","PPP1R1A"
"1965","TROAP"
"1966","TSPAN31"
"1967","TFCP2"
"1968","ESPL1"
"1969","MIP"
"1970","KCNH3"
"1971","TAAR5"
"1972","NMBR"
"1973","SMPD2"
"1974","HTRA2"
"1975","PRADC1"
"1976","CCT7"
"1977","RAB11FIP5"
"1978","MRPL53"
"1979","EMX1"
"1980","KCNMB4"
"1981","GNS"
"1982","MDM2"
"1983","BCO1"
"1984","MPHOSPH6"
"1985","DYNC1LI2"
"1986","FHOD1"
"1987","CCDC102A"
"1988","URB2"
"1989","TAF5L"
"1990","STX6"
"1991","RGS8"
"1992","NPL"
"1993","LAMC1"
"1994","SP110"
"1995","MRPL44"
"1996","CHRND"
"1997","DOCK10"
"1998","USP37"
"1999","HTR2B"
"2000","SLC19A3"
"2001","WNT10A"
"2002","CYP27A1"
"2003","EIF4E2"
"2004","CAB39"
"2005","COX5B"
"2006","REV1"
"2007","MFSD9"
"2008","TMEM127"
"2009","EDAR"
"2010","MRPS9"
"2011","EPC2"
"2012","ALDH1L2"
"2013","USP44"
"2014","PLXNC1"
"2015","DRAM1"
"2016","SLC41A2"
"2017","MED4"
"2018","COG3"
"2019","NUDT15"
"2020","IGF2BP3"
"2021","KDELR2"
"2022","NUPL2"
"2023","TBRG4"
"2024","DDX56"
"2025","HUS1"
"2026","MYO1G"
"2027","TTYH3"
"2028","TTC5"
"2029","ACSBG1"
"2030","MTHFS"
"2031","ABHD17C"
"2032","IREB2"
"2033","ALPK3"
"2034","CIB2"
"2035","RSAD1"
"2036","SRSF1"
"2037","TACO1"
"2038","TEX2"
"2039","LIMD2"
"2040","BRIP1"
"2041","KAT7"
"2042","RTP4"
"2043","NDUFB5"
"2044","MARCH7"
"2045","CD302"
"2046","GALNT5"
"2047","BLK"
"2048","KCTD3"
"2049","CBWD2"
"2050","IL36G"
"2051","IL1RN"
"2052","IL36A"
"2053","IL36B"
"2054","CFC1"
"2055","CCDC115"
"2056","IMP4"
"2057","HS6ST1"
"2058","UGGT1"
"2059","GYPC"
"2060","LRRC8A"
"2061","KIAA0368"
"2062","TOR1B"
"2063","RALGPS1"
"2064","OR1J1"
"2065","TMOD1"
"2066","DAB2IP"
"2067","SLC31A2"
"2068","ORM1"
"2069","STX17"
"2070","BAAT"
"2071","GABBR2"
"2072","PSMB7"
"2073","PDCL"
"2074","RPL35"
"2075","ENPP2"
"2076","DERL1"
"2077","RANBP6"
"2078","RNF38"
"2079","CCL21"
"2080","CCL27"
"2081","DCTN3"
"2082","HINT2"
"2083","KLC4"
"2084","KIF13A"
"2085","GMPR"
"2086","TMEM63B"
"2087","TTBK1"
"2088","TINAG"
"2089","GCM1"
"2090","FOXF2"
"2091","RIPK1"
"2092","TUBB2B"
"2093","MRPS18B"
"2094","IER3"
"2095","PGBD1"
"2096","GTF2H4"
"2097","POU5F1"
"2098","CLPS"
"2099","RNF144B"
"2100","NRM"
"2101","FAM8A1"
"2102","FGFBP2"
"2103","TLR2"
"2104","PRKRIR"
"2105","MRPL15"
"2106","PI15"
"2107","TTPA"
"2108","GGH"
"2109","SLCO5A1"
"2110","SULF1"
"2111","TGS1"
"2112","SDCBP"
"2113","DDX60L"
"2114","USP2"
"2115","HTR3B"
"2116","SORL1"
"2117","BUD13"
"2118","MMP7"
"2119","MMP20"
"2120","MMP27"
"2121","DCUN1D5"
"2122","FDXACB1"
"2123","POU2F3"
"2124","FDX1"
"2125","ARHGAP20"
"2126","MMP13"
"2127","UNC13C"
"2128","SQRDL"
"2129","CTDSPL2"
"2130","THBS1"
"2131","NDUFAF1"
"2132","KIF23"
"2133","TUBGCP4"
"2134","RMDN3"
"2135","ITPKA"
"2136","PLCB2"
"2137","ADAM10"
"2138","RSL24D1"
"2139","GCHFR"
"2140","MNS1"
"2141","TTLL7"
"2142","CCBL2"
"2143","ARHGAP29"
"2144","RTCA"
"2145","IFT172"
"2146","EPT1"
"2147","KHK"
"2148","ADCY3"
"2149","PREB"
"2150","ABCG5"
"2151","SLC3A1"
"2152","SIX3"
"2153","LRPPRC"
"2154","CYP2C9"
"2155","LOXL4"
"2156","KIF11"
"2157","ARL3"
"2158","EXOC6"
"2159","DBR1"
"2160","TOPBP1"
"2161","DNAJC13"
"2162","GPR87"
"2163","BARD1"
"2164","MSTN"
"2165","ASNSD1"
"2166","METTL5"
"2167","PPIG"
"2168","HECW2"
"2169","CHRNA1"
"2170","WDR12"
"2171","ITGAV"
"2172","SLC40A1"
"2173","COL8A1"
"2174","DIRC2"
"2175","GUCA1C"
"2176","COX17"
"2177","WBP11"
"2178","GUCY2C"
"2179","EPYC"
"2180","TRHDE"
"2181","OSBPL8"
"2182","SLC16A7"
"2183","ASUN"
"2184","GYS2"
"2185","SLCO1B3"
"2186","ABCC9"
"2187","SYT1"
"2188","HAL"
"2189","CDK17"
"2190","TMCC3"
"2191","IRAK3"
"2192","TMEM5"
"2193","MNAT1"
"2194","TRMT5"
"2195","C12orf4"
"2196","CCND2"
"2197","RAB21"
"2198","LYZ"
"2199","FAM189A1"
"2200","LIPG"
"2201","TGDS"
"2202","PSMC1"
"2203","GALC"
"2204","PPWD1"
"2205","PEBP1"
"2206","MOCOS"
"2207","ZNF24"
"2208","PZP"
"2209","CLEC2D"
"2210","LRP6"
"2211","LMNB1"
"2212","SNCAIP"
"2213","SNX24"
"2214","HS3ST2"
"2215","LOC81691"
"2216","XYLT1"
"2217","DNAH3"
"2218","GDE1"
"2219","NUP133"
"2220","NUAK1"
"2221","VWF"
"2222","LPCAT3"
"2223","HEXB"
"2224","UBE2K"
"2225","LIAS"
"2226","N4BP2"
"2227","KLF3"
"2228","TBC1D1"
"2229","RSBN1"
"2230","CASQ2"
"2231","PPP2R5A"
"2232","TRAF5"
"2233","PPP2R3C"
"2234","PSMA6"
"2235","MAN2A1"
"2236","EPB41L4A"
"2237","USP22"
"2238","B9D1"
"2239","SPECC1"
"2240","MSMO1"
"2241","CLCN3"
"2242","VPS13C"
"2243","ICE2"
"2244","RORA"
"2245","GPATCH2L"
"2246","SNW1"
"2247","POMT2"
"2248","MIB1"
"2249","AP5M1"
"2250","IPO5"
"2251","PALB2"
"2252","KIAA0556"
"2253","DSG2"
"2254","NOL4"
"2255","RNF138"
"2256","LPIN2"
"2257","NDC80"
"2258","THOC1"
"2259","USP14"
"2260","HERC2"
"2261","SLC7A5"
"2262","CYBA"
"2263","ARL1"
"2264","UTP20"
"2265","COX10"
"2266","TTC19"
"2267","TNFRSF13B"
"2268","GPR133"
"2269","RIMBP2"
"2270","BFAR"
"2271","KPNA3"
"2272","MPP5"
"2273","CDK2AP1"
"2274","SCARB1"
"2275","C14orf166"
"2276","SLC6A4"
"2277","UTP6"
"2278","PSMD11"
"2279","BLMH"
"2280","TAOK1"
"2281","BTBD1"
"2282","CUX2"
"2283","LHX5"
"2284","ALDH2"
"2285","ERP29"
"2286","ANKRD13A"
"2287","NAA25"
"2288","ZFAND6"
"2289","CHRNB4"
"2290","MESDC2"
"2291","CDH1"
"2292","AARS"
"2293","VAC14"
"2294","ARG2"
"2295","TM9SF1"
"2296","NDST1"
"2297","PDGFRB"
"2298","FAT2"
"2299","CYSTM1"
"2300","PFDN1"
"2301","ANAPC5"
"2302","CYP46A1"
"2303","GNB5"
"2304","MYO5C"
"2305","AP4E1"
"2306","MAPK6"
"2307","SPPL2A"
"2308","GLCE"
"2309","SPG11"
"2310","SLC30A4"
"2311","EIF3J"
"2312","PTPLAD1"
"2313","APH1B"
"2314","AAGAB"
"2315","TIPIN"
"2316","CILP"
"2317","TRIP4"
"2318","PARP16"
"2319","SNX1"
"2320","RAB11A"
"2321","DAPK2"
"2322","SLC24A1"
"2323","LACTB"
"2324","CCNT1"
"2325","HCN4"
"2326","SEMA7A"
"2327","LOXL1"
"2328","FLT4"
"2329","FAF2"
"2330","TUBGCP3"
"2331","RBM25"
"2332","LTBP2"
"2333","VSX2"
"2334","SERPINA10"
"2335","SPAG9"
"2336","SGCA"
"2337","MARS"
"2338","ATP5B"
"2339","RBMS2"
"2340","IKZF4"
"2341","PIK3C3"
"2342","MEOX2"
"2343","PHF3"
"2344","ATF1"
"2345","MMD"
"2346","TSPAN13"
"2347","RAB27B"
"2348","ZDHHC2"
"2349","MSR1"
"2350","MTUS1"
"2351","EFCAB1"
"2352","MCM4"
"2353","MYOM2"
"2354","TWSG1"
"2355","ANKRD12"
"2356","RBL2"
"2357","LPCAT2"
"2358","CACNG4"
"2359","WIPI1"
"2360","WDR59"
"2361","MTFR1"
"2362","CDH19"
"2363","SMAD7"
"2364","SMAD2"
"2365","DNAJB6"
"2366","VIPR2"
"2367","KCNH2"
"2368","RHEB"
"2369","SMARCD3"
"2370","KMT2C"
"2371","PSMB1"
"2372","CRISPLD1"
"2373","TRPA1"
"2374","CSPP1"
"2375","TRAM1"
"2376","ARFGEF1"
"2377","ANXA13"
"2378","TMED2"
"2379","RIMS2"
"2380","YY1"
"2381","RCOR1"
"2382","MOB3B"
"2383","CD33"
"2384","PIH1D1"
"2385","ENSG00000253117"
"2386","SCPEP1"
"2387","LPO"
"2388","VMP1"
"2389","PRR11"
"2390","TRIM37"
"2391","PKMYT1"
"2392","LMF1"
"2393","NUBP2"
"2394","PKD1"
"2395","RAB11FIP3"
"2396","TCEB2"
"2397","CHTF18"
"2398","RHBDF1"
"2399","TELO2"
"2400","AXIN1"
"2401","RPE65"
"2402","IL12RB2"
"2403","SLC1A1"
"2404","GLIS2"
"2405","CREBBP"
"2406","MGRN1"
"2407","ALG1"
"2408","DNAJA3"
"2409","N4BP1"
"2410","WSB1"
"2411","TRAF4"
"2412","RGS9"
"2413","ITGA2B"
"2414","DHX8"
"2415","SLC4A1"
"2416","KANSL1"
"2417","CRISPLD2"
"2418","FOXF1"
"2419","COTL1"
"2420","MLYCD"
"2421","METTL2B"
"2422","SMURF2"
"2423","GLP2R"
"2424","DNAH9"
"2425","CHD5"
"2426","ERP44"
"2427","INVS"
"2428","GINS1"
"2429","SLC12A2"
"2430","SLC27A6"
"2431","RNF167"
"2432","PITPNM3"
"2433","GNAO1"
"2434","CFAP20"
"2435","CSNK2A2"
"2436","COQ9"
"2437","NLRC5"
"2438","SRCAP"
"2439","SETD1A"
"2440","ZNF629"
"2441","PCSK2"
"2442","OGN"
"2443","SPTLC1"
"2444","CHCHD3"
"2445","ZC3H3"
"2446","RPL8"
"2447","DENND3"
"2448","DOK5"
"2449","SLC9A3R1"
"2450","CHST8"
"2451","ATP4A"
"2452","HPN"
"2453","TYROBP"
"2454","RBM42"
"2455","VAMP7"
"2456","CCNE1"
"2457","IMPAD1"
"2458","RAB2A"
"2459","KAL1"
"2460","CDKN2C"
"2461","ACIN1"
"2462","AJUBA"
"2463","TEP1"
"2464","CDH20"
"2465","PHLPP1"
"2466","EFCAB6"
"2467","CELSR1"
"2468","PIK3R3"
"2469","PRDX1"
"2470","RPS6KA6"
"2471","POF1B"
"2472","PGS1"
"2473","TIMP2"
"2474","LGALS3BP"
"2475","MOV10L1"
"2476","ELL"
"2477","MAST3"
"2478","COPE"
"2479","MAU2"
"2480","TRPC5"
"2481","MID2"
"2482","AMMECR1"
"2483","PRKX"
"2484","RRAGB"
"2485","BPI"
"2486","SLA2"
"2487","MYH7B"
"2488","SAMHD1"
"2489","RALGAPB"
"2490","XRCC1"
"2491","KCNN4"
"2492","MARK4"
"2493","GRIK5"
"2494","HACE1"
"2495","E2F3"
"2496","ST3GAL3"
"2497","KCNQ4"
"2498","ATRN"
"2499","CNPY4"
"2500","ARPC1A"
"2501","C19orf10"
"2502","MAP2K2"
"2503","GNA15"
"2504","DPP9"
"2505","CCDC94"
"2506","TCF3"
"2507","PIAS4"
"2508","CSE1L"
"2509","GAB1"
"2510","UCP1"
"2511","MAPK3"
"2512","EEF2K"
"2513","DHTKD1"
"2514","PHYH"
"2515","SORCS1"
"2516","MAP3K8"
"2517","EPC1"
"2518","MTPAP"
"2519","SCARF1"
"2520","SMG6"
"2521","ASPA"
"2522","DPH1"
"2523","ITGAE"
"2524","PLD2"
"2525","METTL16"
"2526","SLC27A5"
"2527","ABCA7"
"2528","CNN2"
"2529","A1BG"
"2530","CCDC6"
"2531","RAB36"
"2532","SMARCB1"
"2533","PRKCQ"
"2534","SLC17A6"
"2535","CAPZA1"
"2536","PALMD"
"2537","LPPR5"
"2538","KIF18A"
"2539","BBOX1"
"2540","MSH4"
"2541","DGCR2"
"2542","UFD1L"
"2543","MED15"
"2544","ARVCF"
"2545","HIRA"
"2546","DGCR8"
"2547","PPM1F"
"2548","UBE2R2"
"2549","SYP"
"2550","ACTR3"
"2551","DDX18"
"2552","ARFGAP3"
"2553","PACSIN2"
"2554","EP300"
"2555","DESI1"
"2556","NOVA2"
"2557","PLEKHA4"
"2558","FAM83E"
"2559","GRIN2D"
"2560","AP2S1"
"2561","LIG1"
"2562","EHD2"
"2563","HSD17B14"
"2564","LY9"
"2565","P2RX3"
"2566","NOX4"
"2567","TYR"
"2568","IL37"
"2569","PAX8"
"2570","IL1A"
"2571","IL1B"
"2572","TCF25"
"2573","NAPA"
"2574","EED"
"2575","BLVRB"
"2576","ITPKC"
"2577","KCNK6"
"2578","SPTBN4"
"2579","BRD4"
"2580","WIZ"
"2581","ASF1B"
"2582","ILVBL"
"2583","NOTCH3"
"2584","MED26"
"2585","COMMD9"
"2586","C9"
"2587","LIFR"
"2588","C6"
"2589","PRKCG"
"2590","PPP1R12C"
"2591","BIRC3"
